"Barley"|"Bu"|62|62|77|||||"II"|"22426496"|"44873314"
"Grass-legume hay"|"Tons"||3.1||||||"III"|"22426496"|"44873317"
"Pasture"|"AUM"||7||||||"III"|"22426496"|"44873318"
"Soybeans"|"Bu"|16|22|22|||||"IV"|"22426496"|"44873320"
"Corn"|"Bu"||75||||||"IVb"|"22426496"|"44873315"
"Corn"|"Bu"||65||||||"V"|"22426474"|"44873256"
"Barley"|"Bu"|30|30|38|||||"V"|"22426474"|"44873254"
"Soybeans"|"Bu"|15|20|20|||||"V"|"22426474"|"44873257"
"Wheat"|"Bu"|24|24|30|||||"V"|"22426474"|"44873255"
"Grass-legume hay"|"Tons"||3||||||"IV"|"22426524"|"44873384"
"Pasture"|"AUM"||4.5||||||"IV"|"22426524"|"44873385"
"Corn"|"Bu"||65||||||"V"|"22426524"|"44873383"
"Barley"|"Bu"|30|30|38|||||"V"|"22426524"|"44873382"
"Wheat"|"Bu"|24|24|30|||||"V"|"22426524"|"44873387"
"Soybeans"|"Bu"|15|20|20|||||"V"|"22426524"|"44873386"
"Peanuts"|"Lbs"||2200|||||||"22426526"|"44873388"
"Grass-legume hay"|"Tons"||4||||||"II"|"22426526"|"44873391"
"Pasture"|"AUM"||3||||||"II"|"22426526"|"44873394"
"Barley"|"Bu"|60|60|75|||||"III"|"22426526"|"44873392"
"Wheat"|"Bu"|48|48|60|||||"III"|"22426526"|"44873390"
"Soybeans"|"Bu"|18|25|25|||||"IV"|"22426526"|"44873389"
"Corn"|"Bu"||85||||||"IVb"|"22426526"|"44873393"
"Cotton lint"|"Lbs"||650|||||||"22426498"|"44873324"
"Peanuts"|"Lbs"||4000|||||||"22426498"|"44873325"
"Grass-legume hay"|"Tons"||4||||||"II"|"22426498"|"44873327"
"Wheat"|"Bu"|56|56|70|||||"II"|"22426498"|"44873328"
"Soybeans"|"Bu"|30|40|40||60|||"II"|"22426498"|"44873323"
"Pasture"|"AUM"||8.5||||||"II"|"22426498"|"44873326"
"Barley"|"Bu"|70|70|88|||||"II"|"22426498"|"44873329"
"Corn"|"Bu"||120|||170|||"IIIa"|"22426498"|"44873322"
"Cotton lint"|"Lbs"||650|||||||"22426463"|"44873225"
"Peanuts"|"Lbs"||4000|||||||"22426463"|"44873228"
"Grass-legume hay"|"Tons"||4||||||"II"|"22426463"|"44873226"
"Wheat"|"Bu"|56|56|70|||||"II"|"22426463"|"44873230"
"Soybeans"|"Bu"|30|40|40||60|||"II"|"22426463"|"44873229"
"Pasture"|"AUM"||8.5||||||"II"|"22426463"|"44873227"
"Barley"|"Bu"|70|70|88|||||"II"|"22426463"|"44873223"
"Corn"|"Bu"||120|||170|||"IIIa"|"22426463"|"44873224"
"Cotton lint"|"Lbs"||550|||||||"22426500"|"44873331"
"Peanuts"|"Lbs"||2700|||||||"22426500"|"44873333"
"Wheat"|"Bu"||56|56||||70|"II"|"22426500"|"44873336"
"Barley"|"Bu"|70|70|88|||||"II"|"22426500"|"44873335"
"Grass-legume hay"|"Tons"||3.5||||||"III"|"22426500"|"44873334"
"Pasture"|"AUM"||9||||||"III"|"22426500"|"44873332"
"Soybeans"|"Bu"|18|25|25|||||"IV"|"22426500"|"44873337"
"Corn"|"Bu"||85||||||"IVb"|"22426500"|"44873330"
"Pasture"|"AUM"||3|||||||"22426465"|"44873231"
"Grass-legume hay"|"Tons"||3||||||"IV"|"22426477"|"44873259"
"Pasture"|"AUM"||4||||||"IV"|"22426477"|"44873261"
"Corn"|"Bu"||65||||||"V"|"22426477"|"44873260"
"Barley"|"Bu"|30|30|38|||||"V"|"22426477"|"44873258"
"Soybeans"|"Bu"|15|20|20|||||"V"|"22426477"|"44873262"
"Wheat"|"Bu"|24|24|30|||||"V"|"22426477"|"44873263"
"Peanuts"|"Lbs"||2200|||||||"22426478"|"44873268"
"Grass-legume hay"|"Tons"||4||||||"II"|"22426478"|"44873266"
"Pasture"|"AUM"||3||||||"II"|"22426478"|"44873267"
"Barley"|"Bu"|60|60|75|||||"III"|"22426478"|"44873264"
"Wheat"|"Bu"|48|48|60|||||"III"|"22426478"|"44873270"
"Soybeans"|"Bu"|18|25|25|||||"IV"|"22426478"|"44873269"
"Corn"|"Bu"||85||||||"IVb"|"22426478"|"44873265"
"Pasture"|"AUM"||4|||||||"22426480"|"44873271"
"Corn"|"Bu"||65||||||"V"|"22426480"|"44873273"
"Barley"|"Bu"|30|30|38|||||"V"|"22426480"|"44873272"
"Soybeans"|"Bu"|15|20|20|||||"V"|"22426480"|"44873274"
"Wheat"|"Bu"|24|24|30|||||"V"|"22426480"|"44873275"
